Markettype,Trddt,Cdretwdos,Cdretwdtl
31,2016/7/11,0.000493,-0.001223
37,2016/7/11,0.001908,0.0008
47,2016/7/11,0.001892,0.000794
53,2016/7/11,0.000501,-0.001227
63,2016/7/11,0.000493,-0.001223
10,2016/7/12,0.008581,0.009435
5,2016/7/12,0.017288,0.017006
15,2016/7/12,0.017242,0.016968
21,2016/7/12,0.016708,0.01639
31,2016/7/12,0.016668,0.016359
37,2016/7/12,0.017288,0.017006
47,2016/7/12,0.017242,0.016968
53,2016/7/12,0.016708,0.01639
63,2016/7/12,0.016668,0.016359
10,2016/7/13,0.005098,0.004634
5,2016/7/13,0.005852,0.006251
15,2016/7/13,0.005848,0.006243
21,2016/7/13,0.006465,0.006961
31,2016/7/13,0.006458,0.006951
37,2016/7/13,0.005852,0.006251
47,2016/7/13,0.005848,0.006243
53,2016/7/13,0.006465,0.006961
63,2016/7/13,0.006458,0.006951
10,2016/7/14,-0.001599,-0.00239
5,2016/7/14,-0.001505,-0.000922
15,2016/7/14,-0.001506,-0.000929
21,2016/7/14,-0.001089,-0.000318
31,2016/7/14,-0.001091,-0.000327
37,2016/7/14,-0.001505,-0.000922
47,2016/7/14,-0.001506,-0.000929
53,2016/7/14,-0.001089,-0.000318
63,2016/7/14,-0.001091,-0.000327
10,2016/7/15,0.00316,0.002673
5,2016/7/15,-0.000136,-0.00015
15,2016/7/15,-0.000118,-0.000136
21,2016/7/15,-0.001014,-0.001152
31,2016/7/15,-0.000994,-0.001134
37,2016/7/15,-0.000136,-0.00015
47,2016/7/15,-0.000118,-0.000136
53,2016/7/15,-0.001014,-0.001152
63,2016/7/15,-0.000994,-0.001134
10,2016/7/18,-0.001737,-0.00262
5,2016/7/18,-0.003568,-0.004114
15,2016/7/18,-0.003558,-0.004107
21,2016/7/18,-0.003798,-0.004409
31,2016/7/18,-0.003788,-0.004401
37,2016/7/18,-0.003568,-0.004114
47,2016/7/18,-0.003558,-0.004107
53,2016/7/18,-0.003798,-0.004409
63,2016/7/18,-0.003788,-0.004401
10,2016/7/19,0.000768,0.002456
5,2016/7/19,-0.001389,-0.000541
15,2016/7/19,-0.001378,-0.000525
21,2016/7/19,-0.000427,0.000631
31,2016/7/19,-0.000421,0.00064
37,2016/7/19,-0.001389,-0.000541
47,2016/7/19,-0.001378,-0.000525
53,2016/7/19,-0.000427,0.000631
63,2016/7/19,-0.000421,0.00064
10,2016/7/20,0.000918,0.001203
5,2016/7/20,-0.002043,-0.001623
15,2016/7/20,-0.002028,-0.001609
21,2016/7/20,-0.001828,-0.001259
31,2016/7/20,-0.001814,-0.001248
37,2016/7/20,-0.002043,-0.001623
47,2016/7/20,-0.002028,-0.001609
53,2016/7/20,-0.001828,-0.001259
63,2016/7/20,-0.001814,-0.001248
10,2016/7/21,0.006549,0.007201
5,2016/7/21,0.003849,0.003441
15,2016/7/21,0.003863,0.003461
21,2016/7/21,0.00334,0.002659
31,2016/7/21,0.003356,0.00268
37,2016/7/21,0.003849,0.003441
47,2016/7/21,0.003863,0.003461
53,2016/7/21,0.00334,0.002659
63,2016/7/21,0.003356,0.00268
10,2016/7/22,-0.004894,-0.004382
5,2016/7/22,-0.008229,-0.009161
15,2016/7/22,-0.008211,-0.009136
21,2016/7/22,-0.008346,-0.00929
31,2016/7/22,-0.008329,-0.009267
37,2016/7/22,-0.008229,-0.009161
47,2016/7/22,-0.008211,-0.009136
53,2016/7/22,-0.008346,-0.00929
63,2016/7/22,-0.008329,-0.009267
10,2016/7/25,-0.001124,-0.000592
5,2016/7/25,0.001676,0.001236
15,2016/7/25,0.001661,0.001226
21,2016/7/25,0.001336,0.000847
31,2016/7/25,0.001323,0.00084
37,2016/7/25,0.001676,0.001236
47,2016/7/25,0.001661,0.001226
53,2016/7/25,0.001336,0.000847
63,2016/7/25,0.001323,0.00084
10,2016/7/26,0.006058,0.006077
5,2016/7/26,0.012544,0.01258
15,2016/7/26,0.012508,0.012545
21,2016/7/26,0.012618,0.012648
31,2016/7/26,0.012585,0.012617
37,2016/7/26,0.012544,0.01258
47,2016/7/26,0.012508,0.012545
53,2016/7/26,0.012618,0.012648
63,2016/7/26,0.012585,0.012617
10,2016/7/27,-0.019684,-0.021373
5,2016/7/27,-0.025672,-0.02897
15,2016/7/27,-0.02564,-0.02893
21,2016/7/27,-0.028487,-0.03247
31,2016/7/27,-0.028443,-0.032418
37,2016/7/27,-0.025672,-0.02897
47,2016/7/27,-0.02564,-0.02893
53,2016/7/27,-0.028487,-0.03247
63,2016/7/27,-0.028443,-0.032418
10,2016/7/28,0.006885,0.005362
5,2016/7/28,0.000709,0.000422
15,2016/7/28,0.000743,0.000448
21,2016/7/28,0.000093,-0.000284
31,2016/7/28,0.000127,-0.000258
37,2016/7/28,0.000709,0.000422
47,2016/7/28,0.000743,0.000448
53,2016/7/28,0.000093,-0.000284
63,2016/7/28,0.000127,-0.000258
10,2016/7/29,-0.004056,-0.004577
5,2016/7/29,-0.005225,-0.004958
15,2016/7/29,-0.005219,-0.004956
21,2016/7/29,-0.00537,-0.005195
31,2016/7/29,-0.005364,-0.005192
37,2016/7/29,-0.005225,-0.004958
47,2016/7/29,-0.005219,-0.004956
53,2016/7/29,-0.00537,-0.005195
63,2016/7/29,-0.005364,-0.005192
10,2016/8/1,-0.009766,-0.008574
5,2016/8/1,-0.010724,-0.011846
15,2016/8/1,-0.010719,-0.011829
21,2016/8/1,-0.010911,-0.012085
31,2016/8/1,-0.010905,-0.012068
37,2016/8/1,-0.010724,-0.011846
47,2016/8/1,-0.010719,-0.011829
53,2016/8/1,-0.010911,-0.012085
63,2016/8/1,-0.010905,-0.012068
10,2016/8/2,0.005716,0.006086
5,2016/8/2,0.006382,0.00671
15,2016/8/2,0.006379,0.006707
21,2016/8/2,0.006591,0.007001
31,2016/8/2,0.006587,0.006997
37,2016/8/2,0.006382,0.00671
47,2016/8/2,0.006379,0.006707
53,2016/8/2,0.006591,0.007001
63,2016/8/2,0.006587,0.006997
10,2016/8/3,0.004735,0.005254
5,2016/8/3,0.002842,0.003821
15,2016/8/3,0.002852,0.003829
21,2016/8/3,0.002646,0.003649
31,2016/8/3,0.002656,0.003656
37,2016/8/3,0.002842,0.003821
47,2016/8/3,0.002852,0.003829
53,2016/8/3,0.002646,0.003649
63,2016/8/3,0.002656,0.003656
10,2016/8/4,0.002736,0.003865
5,2016/8/4,0.003277,0.003765
15,2016/8/4,0.003275,0.003765
21,2016/8/4,0.003905,0.00451
31,2016/8/4,0.0039,0.004507
37,2016/8/4,0.003277,0.003765
47,2016/8/4,0.003275,0.003765
53,2016/8/4,0.003905,0.00451
63,2016/8/4,0.0039,0.004507
10,2016/8/5,0.000067,0.000662
5,2016/8/5,-0.001412,-0.001705
15,2016/8/5,-0.001404,-0.001693
21,2016/8/5,-0.002055,-0.002399
31,2016/8/5,-0.002044,-0.002385
37,2016/8/5,-0.001412,-0.001705
47,2016/8/5,-0.001404,-0.001693
53,2016/8/5,-0.002055,-0.002399
63,2016/8/5,-0.002044,-0.002385
10,2016/8/8,0.00583,0.007386
5,2016/8/8,0.010563,0.010368
15,2016/8/8,0.010538,0.010352
21,2016/8/8,0.010522,0.010284
31,2016/8/8,0.010499,0.01027
37,2016/8/8,0.010563,0.010368
47,2016/8/8,0.010538,0.010352
53,2016/8/8,0.010522,0.010284
63,2016/8/8,0.010499,0.01027
10,2016/8/9,0.004526,0.003756
5,2016/8/9,0.00802,0.008515
15,2016/8/9,0.008001,0.00849
21,2016/8/9,0.008529,0.009261
31,2016/8/9,0.008509,0.009235
37,2016/8/9,0.00802,0.008515
47,2016/8/9,0.008001,0.00849
53,2016/8/9,0.008529,0.009261
63,2016/8/9,0.008509,0.009235
10,2016/8/10,-0.001125,-0.001272
5,2016/8/10,-0.002782,-0.002518
15,2016/8/10,-0.002773,-0.002511
21,2016/8/10,-0.002914,-0.002584
31,2016/8/10,-0.002905,-0.002578
37,2016/8/10,-0.002782,-0.002518
47,2016/8/10,-0.002773,-0.002511
53,2016/8/10,-0.002914,-0.002584
63,2016/8/10,-0.002905,-0.002578
10,2016/8/11,-0.006477,-0.006904
5,2016/8/11,-0.006731,-0.007748
15,2016/8/11,-0.00673,-0.007743
21,2016/8/11,-0.007628,-0.008841
31,2016/8/11,-0.007622,-0.008832
37,2016/8/11,-0.006731,-0.007748
47,2016/8/11,-0.00673,-0.007743
53,2016/8/11,-0.007628,-0.008841
63,2016/8/11,-0.007622,-0.008832
10,2016/8/12,0.005788,0.006422
5,2016/8/12,0.015757,0.015792
15,2016/8/12,0.015703,0.015743
21,2016/8/12,0.015279,0.015212
31,2016/8/12,0.015232,0.015171
37,2016/8/12,0.015757,0.015792
47,2016/8/12,0.015703,0.015743
53,2016/8/12,0.015279,0.015212
63,2016/8/12,0.015232,0.015171
10,2016/8/15,0.016143,0.016163
5,2016/8/15,0.025099,0.025655
15,2016/8/15,0.025051,0.025606
21,2016/8/15,0.025528,0.026246
31,2016/8/15,0.025482,0.026199
37,2016/8/15,0.025099,0.025655
47,2016/8/15,0.025051,0.025606
53,2016/8/15,0.025528,0.026246
63,2016/8/15,0.025482,0.026199
10,2016/8/16,0.002501,0.002622
5,2016/8/16,-0.001575,-0.000331
15,2016/8/16,-0.001553,-0.000316
21,2016/8/16,-0.000932,0.000511
31,2016/8/16,-0.000915,0.000521
37,2016/8/16,-0.001575,-0.000331
47,2016/8/16,-0.001553,-0.000316
53,2016/8/16,-0.000932,0.000511
63,2016/8/16,-0.000915,0.000521
10,2016/8/17,0.000984,0.000967
5,2016/8/17,0.000612,0.001159
15,2016/8/17,0.000614,0.001158
21,2016/8/17,0.000957,0.001683
31,2016/8/17,0.000957,0.00168
37,2016/8/17,0.000612,0.001159
47,2016/8/17,0.000614,0.001158
53,2016/8/17,0.000957,0.001683
63,2016/8/17,0.000957,0.00168
10,2016/8/18,0.000776,0.000077
5,2016/8/18,-0.000983,-0.000897
15,2016/8/18,-0.000973,-0.000892
21,2016/8/18,-0.001048,-0.000919
31,2016/8/18,-0.001039,-0.000914
37,2016/8/18,-0.000983,-0.000897
47,2016/8/18,-0.000973,-0.000892
53,2016/8/18,-0.001048,-0.000919
63,2016/8/18,-0.001039,-0.000914
10,2016/8/19,-0.001959,-0.001673
5,2016/8/19,0.001503,0.001381
15,2016/8/19,0.001484,0.001365
21,2016/8/19,0.001707,0.001769
31,2016/8/19,0.001689,0.001753
37,2016/8/19,0.001503,0.001381
47,2016/8/19,0.001484,0.001365
53,2016/8/19,0.001707,0.001769
63,2016/8/19,0.001689,0.001753
10,2016/8/22,-0.005286,-0.005008
5,2016/8/22,-0.008502,-0.008881
15,2016/8/22,-0.008485,-0.008861
21,2016/8/22,-0.009259,-0.009932
31,2016/8/22,-0.00924,-0.00991
37,2016/8/22,-0.008502,-0.008881
47,2016/8/22,-0.008485,-0.008861
53,2016/8/22,-0.009259,-0.009932
63,2016/8/22,-0.00924,-0.00991
10,2016/8/23,0.000364,0.000718
5,2016/8/23,0.001689,0.001907
15,2016/8/23,0.001682,0.001901
21,2016/8/23,0.001899,0.002472
31,2016/8/23,0.001891,0.002464
37,2016/8/23,0.001689,0.001907
47,2016/8/23,0.001682,0.001901
53,2016/8/23,0.001899,0.002472
63,2016/8/23,0.001891,0.002464
10,2016/8/24,-0.000307,0.00013
5,2016/8/24,-0.000788,-0.000155
15,2016/8/24,-0.000785,-0.000154
21,2016/8/24,0.000011,0.000936
31,2016/8/24,0.00001,0.000932
37,2016/8/24,-0.000788,-0.000155
47,2016/8/24,-0.000785,-0.000154
53,2016/8/24,0.000011,0.000936
63,2016/8/24,0.00001,0.000932
10,2016/8/25,-0.003268,-0.002638
5,2016/8/25,-0.006498,-0.006266
15,2016/8/25,-0.006481,-0.006247
21,2016/8/25,-0.006249,-0.005695
31,2016/8/25,-0.006235,-0.005681
37,2016/8/25,-0.006498,-0.006266
47,2016/8/25,-0.006481,-0.006247
53,2016/8/25,-0.006249,-0.005695
63,2016/8/25,-0.006235,-0.005681
10,2016/8/26,0.002222,0.002847
5,2016/8/26,0.000782,0.001089
15,2016/8/26,0.000789,0.001098
21,2016/8/26,0.001148,0.001457
31,2016/8/26,0.001153,0.001463
37,2016/8/26,0.000782,0.001089
47,2016/8/26,0.000789,0.001098
53,2016/8/26,0.001148,0.001457
63,2016/8/26,0.001153,0.001463
10,2016/8/29,0.001592,0.001944
5,2016/8/29,0.001002,0.000971
15,2016/8/29,0.001005,0.000977
21,2016/8/29,0.001083,0.000963
31,2016/8/29,0.001086,0.000968
37,2016/8/29,0.001002,0.000971
47,2016/8/29,0.001005,0.000977
53,2016/8/29,0.001083,0.000963
63,2016/8/29,0.001086,0.000968
10,2016/8/30,-0.000064,-0.000057
5,2016/8/30,0.001563,0.001336
15,2016/8/30,0.001555,0.001329
21,2016/8/30,0.001538,0.001331
31,2016/8/30,0.00153,0.001325
37,2016/8/30,0.001563,0.001336
47,2016/8/30,0.001555,0.001329
53,2016/8/30,0.001538,0.001331
63,2016/8/30,0.00153,0.001325
10,2016/8/31,0.001543,0.001322
5,2016/8/31,0.003349,0.003409
15,2016/8/31,0.003339,0.003398
21,2016/8/31,0.003089,0.003222
31,2016/8/31,0.003081,0.003213
37,2016/8/31,0.003349,0.003409
47,2016/8/31,0.003339,0.003398
53,2016/8/31,0.003089,0.003222
63,2016/8/31,0.003081,0.003213
10,2016/9/1,-0.002973,-0.003194
5,2016/9/1,-0.007712,-0.007892
15,2016/9/1,-0.007686,-0.007868
21,2016/9/1,-0.007548,-0.007656
31,2016/9/1,-0.007525,-0.007635
37,2016/9/1,-0.007712,-0.007892
47,2016/9/1,-0.007686,-0.007868
53,2016/9/1,-0.007548,-0.007656
63,2016/9/1,-0.007525,-0.007635
10,2016/9/2,0.001841,0.001466
5,2016/9/2,0.000062,-0.000542
15,2016/9/2,0.000072,-0.000532
21,2016/9/2,-0.000425,-0.001093
31,2016/9/2,-0.000413,-0.001081
37,2016/9/2,0.000062,-0.000542
47,2016/9/2,0.000072,-0.000532
53,2016/9/2,-0.000425,-0.001093
63,2016/9/2,-0.000413,-0.001081
10,2016/9/5,0.004089,0.004086
5,2016/9/5,0.003074,0.003108
15,2016/9/5,0.003079,0.003113
21,2016/9/5,0.003177,0.003087
31,2016/9/5,0.003181,0.003091
37,2016/9/5,0.003074,0.003108
47,2016/9/5,0.003079,0.003113
53,2016/9/5,0.003177,0.003087
63,2016/9/5,0.003181,0.003091
10,2016/9/6,0.008056,0.00807
5,2016/9/6,0.008645,0.009271
15,2016/9/6,0.008642,0.009265
21,2016/9/6,0.009681,0.010603
31,2016/9/6,0.009673,0.010591
37,2016/9/6,0.008645,0.009271
47,2016/9/6,0.008642,0.009265
53,2016/9/6,0.009681,0.010603
63,2016/9/6,0.009673,0.010591
10,2016/9/7,0.003946,0.002945
5,2016/9/7,0.000471,-0.000035
15,2016/9/7,0.00049,-0.00002
21,2016/9/7,0.000194,-0.000533
31,2016/9/7,0.000212,-0.000517
37,2016/9/7,0.000471,-0.000035
47,2016/9/7,0.00049,-0.00002
53,2016/9/7,0.000194,-0.000533
63,2016/9/7,0.000212,-0.000517
10,2016/9/8,0.000358,0.000964
5,2016/9/8,0.001619,0.001898
15,2016/9/8,0.001612,0.001893
21,2016/9/8,0.001875,0.002133
31,2016/9/8,0.001868,0.002128
37,2016/9/8,0.001619,0.001898
47,2016/9/8,0.001612,0.001893
53,2016/9/8,0.001875,0.002133
63,2016/9/8,0.001868,0.002128
10,2016/9/9,-0.002166,-0.00202
5,2016/9/9,-0.005944,-0.006038
15,2016/9/9,-0.005924,-0.006017
21,2016/9/9,-0.006277,-0.006566
31,2016/9/9,-0.006257,-0.006545
37,2016/9/9,-0.005944,-0.006038
47,2016/9/9,-0.005924,-0.006017
53,2016/9/9,-0.006277,-0.006566
63,2016/9/9,-0.006257,-0.006545
10,2016/9/12,-0.015776,-0.017149
5,2016/9/12,-0.022267,-0.023119
15,2016/9/12,-0.022231,-0.023088
21,2016/9/12,-0.022955,-0.023988
31,2016/9/12,-0.022918,-0.023956
37,2016/9/12,-0.022267,-0.023119
47,2016/9/12,-0.022231,-0.023088
53,2016/9/12,-0.022955,-0.023988
63,2016/9/12,-0.022918,-0.023956
10,2016/9/13,0.003133,0.003278
5,2016/9/13,0.002627,0.003252
15,2016/9/13,0.002629,0.003252
21,2016/9/13,0.002721,0.003407
31,2016/9/13,0.002723,0.003406
37,2016/9/13,0.002627,0.003252
47,2016/9/13,0.002629,0.003252
53,2016/9/13,0.002721,0.003407
63,2016/9/13,0.002723,0.003406
10,2016/9/14,0.001482,0.001952
5,2016/9/14,-0.006713,-0.006337
15,2016/9/14,-0.006668,-0.006293
21,2016/9/14,-0.006427,-0.005923
31,2016/9/14,-0.006387,-0.005886
37,2016/9/14,-0.006713,-0.006337
47,2016/9/14,-0.006668,-0.006293
53,2016/9/14,-0.006427,-0.005923
63,2016/9/14,-0.006387,-0.005886
10,2016/9/19,0.004202,0.004933
5,2016/9/19,0.009016,0.009504
15,2016/9/19,0.008989,0.009479
21,2016/9/19,0.009258,0.009788
31,2016/9/19,0.009232,0.009764
37,2016/9/19,0.009016,0.009504
47,2016/9/19,0.008989,0.009479
53,2016/9/19,0.009258,0.009788
63,2016/9/19,0.009232,0.009764
10,2016/9/20,-0.001336,-0.001202
5,2016/9/20,-0.000723,-0.000604
15,2016/9/20,-0.000726,-0.000607
21,2016/9/20,-0.000802,-0.000742
31,2016/9/20,-0.000805,-0.000744
37,2016/9/20,-0.000723,-0.000604
47,2016/9/20,-0.000726,-0.000607
53,2016/9/20,-0.000802,-0.000742
63,2016/9/20,-0.000805,-0.000744
10,2016/9/21,0.00288,0.003532
5,2016/9/21,0.002343,0.002167
15,2016/9/21,0.002346,0.002174
21,2016/9/21,0.002303,0.002143
31,2016/9/21,0.002306,0.00215
37,2016/9/21,0.002343,0.002167
47,2016/9/21,0.002346,0.002174
53,2016/9/21,0.002303,0.002143
63,2016/9/21,0.002306,0.00215
10,2016/9/22,0.005051,0.005681
5,2016/9/22,0.006794,0.006442
15,2016/9/22,0.006784,0.006438
21,2016/9/22,0.006609,0.006231
31,2016/9/22,0.006601,0.006229
37,2016/9/22,0.006794,0.006442
47,2016/9/22,0.006784,0.006438
53,2016/9/22,0.006609,0.006231
63,2016/9/22,0.006601,0.006229
10,2016/9/23,-0.004461,-0.003237
5,2016/9/23,-0.003198,-0.003549
15,2016/9/23,-0.003204,-0.003548
21,2016/9/23,-0.003408,-0.003902
31,2016/9/23,-0.003413,-0.003899
37,2016/9/23,-0.003198,-0.003549
47,2016/9/23,-0.003204,-0.003548
53,2016/9/23,-0.003408,-0.003902
63,2016/9/23,-0.003413,-0.003899
10,2016/9/26,-0.013504,-0.014497
5,2016/9/26,-0.018728,-0.019614
15,2016/9/26,-0.0187,-0.019588
21,2016/9/26,-0.019036,-0.020049
31,2016/9/26,-0.019009,-0.020024
37,2016/9/26,-0.018728,-0.019614
47,2016/9/26,-0.0187,-0.019588
53,2016/9/26,-0.019036,-0.020049
63,2016/9/26,-0.019009,-0.020024
10,2016/9/27,0.002633,0.003624
5,2016/9/27,0.006563,0.006674
15,2016/9/27,0.006542,0.006658
21,2016/9/27,0.0068,0.007053
31,2016/9/27,0.006779,0.007037
37,2016/9/27,0.006563,0.006674
47,2016/9/27,0.006542,0.006658
53,2016/9/27,0.0068,0.007053
63,2016/9/27,0.006779,0.007037
10,2016/9/28,0.003679,0.005837
5,2016/9/28,-0.002452,-0.002504
15,2016/9/28,-0.002419,-0.002461
21,2016/9/28,-0.0025,-0.002633
31,2016/9/28,-0.002469,-0.002594
37,2016/9/28,-0.002452,-0.002504
47,2016/9/28,-0.002419,-0.002461
53,2016/9/28,-0.0025,-0.002633
63,2016/9/28,-0.002469,-0.002594
10,2016/9/29,0.00574,0.0063
5,2016/9/29,0.004212,0.003979
15,2016/9/29,0.00422,0.003991
21,2016/9/29,0.004193,0.003955
31,2016/9/29,0.004201,0.003966
37,2016/9/29,0.004212,0.003979
47,2016/9/29,0.00422,0.003991
53,2016/9/29,0.004193,0.003955
63,2016/9/29,0.004201,0.003966
10,2016/9/30,0.00134,0.001491
5,2016/9/30,0.003531,0.003505
15,2016/9/30,0.003519,0.003494
21,2016/9/30,0.003594,0.003596
31,2016/9/30,0.003583,0.003585
37,2016/9/30,0.003531,0.003505
47,2016/9/30,0.003519,0.003494
53,2016/9/30,0.003594,0.003596
63,2016/9/30,0.003583,0.003585
10,2016/10/10,0.006963,0.006571
5,2016/10/10,0.015155,0.015949
15,2016/10/10,0.015109,0.015898
21,2016/10/10,0.016394,0.017689
31,2016/10/10,0.016345,0.017636
37,2016/10/10,0.015155,0.015949
47,2016/10/10,0.015109,0.015898
53,2016/10/10,0.016394,0.017689
63,2016/10/10,0.016345,0.017636
10,2016/10/11,0.000084,-0.000606
5,2016/10/11,0.005717,0.00629
15,2016/10/11,0.005686,0.006253
21,2016/10/11,0.005499,0.005955
31,2016/10/11,0.005471,0.005924
37,2016/10/11,0.005717,0.00629
47,2016/10/11,0.005686,0.006253
53,2016/10/11,0.005499,0.005955
63,2016/10/11,0.005471,0.005924
10,2016/10/12,-0.002094,-0.002627
5,2016/10/12,-0.001068,-0.000557
15,2016/10/12,-0.001074,-0.000568
21,2016/10/12,-0.000957,-0.000336
31,2016/10/12,-0.000963,-0.000347
37,2016/10/12,-0.001068,-0.000557
47,2016/10/12,-0.001074,-0.000568
53,2016/10/12,-0.000957,-0.000336
63,2016/10/12,-0.000963,-0.000347
10,2016/10/13,0.003351,0.005492
5,2016/10/13,0.001015,0.001111
15,2016/10/13,0.001027,0.001134
21,2016/10/13,0.001067,0.001123
31,2016/10/13,0.001079,0.001144
37,2016/10/13,0.001015,0.001111
47,2016/10/13,0.001027,0.001134
53,2016/10/13,0.001067,0.001123
63,2016/10/13,0.001079,0.001144
10,2016/10/14,-0.002907,-0.003412
5,2016/10/14,0.000584,0.000208
15,2016/10/14,0.000565,0.000189
21,2016/10/14,0.00029,0.000024
31,2016/10/14,0.000274,0.000007
37,2016/10/14,0.000584,0.000208
47,2016/10/14,0.000565,0.000189
53,2016/10/14,0.00029,0.000024
63,2016/10/14,0.000274,0.000007
10,2016/10/17,-0.046923,-0.049444
5,2016/10/17,-0.00798,-0.007889
15,2016/10/17,-0.008195,-0.008109
21,2016/10/17,-0.008308,-0.00836
31,2016/10/17,-0.008505,-0.008555
37,2016/10/17,-0.00798,-0.007889
47,2016/10/17,-0.008195,-0.008109
53,2016/10/17,-0.008308,-0.00836
63,2016/10/17,-0.008505,-0.008555
10,2016/10/18,0.020437,0.022638
5,2016/10/18,0.014528,0.014781
15,2016/10/18,0.01456,0.014821
21,2016/10/18,0.014719,0.015077
31,2016/10/18,0.014747,0.015111
37,2016/10/18,0.014528,0.014781
47,2016/10/18,0.01456,0.014821
53,2016/10/18,0.014719,0.015077
63,2016/10/18,0.014747,0.015111
10,2016/10/19,-0.004258,-0.005488
5,2016/10/19,-0.00028,-0.000164
15,2016/10/19,-0.000301,-0.00019
21,2016/10/19,-0.00048,-0.000305
31,2016/10/19,-0.000497,-0.000328
37,2016/10/19,-0.00028,-0.000164
47,2016/10/19,-0.000301,-0.00019
53,2016/10/19,-0.00048,-0.000305
63,2016/10/19,-0.000497,-0.000328
10,2016/10/20,0.00331,0.003467
5,2016/10/20,0.000979,0.001125
15,2016/10/20,0.000991,0.001137
21,2016/10/20,0.001377,0.001664
31,2016/10/20,0.001386,0.001672
37,2016/10/20,0.000979,0.001125
47,2016/10/20,0.000991,0.001137
53,2016/10/20,0.001377,0.001664
63,2016/10/20,0.001386,0.001672
10,2016/10/21,-0.008812,-0.010735
5,2016/10/21,0.000886,0.000265
15,2016/10/21,0.000836,0.000211
21,2016/10/21,0.000322,-0.000362
31,2016/10/21,0.000279,-0.000407
37,2016/10/21,0.000886,0.000265
47,2016/10/21,0.000836,0.000211
53,2016/10/21,0.000322,-0.000362
63,2016/10/21,0.000279,-0.000407
10,2016/10/24,0.018537,0.024049
5,2016/10/24,0.011358,0.011326
15,2016/10/24,0.011395,0.011389
21,2016/10/24,0.011122,0.011074
31,2016/10/24,0.011156,0.011132
37,2016/10/24,0.011358,0.011326
47,2016/10/24,0.011395,0.011389
53,2016/10/24,0.011122,0.011074
63,2016/10/24,0.011156,0.011132
10,2016/10/25,0.003245,0.002786
5,2016/10/25,0.002224,0.002592
15,2016/10/25,0.002229,0.002593
21,2016/10/25,0.002184,0.002539
31,2016/10/25,0.002189,0.00254
37,2016/10/25,0.002224,0.002592
47,2016/10/25,0.002229,0.002593
53,2016/10/25,0.002184,0.002539
63,2016/10/25,0.002189,0.00254
10,2016/10/26,-0.003666,-0.003293
5,2016/10/26,-0.004459,-0.00464
15,2016/10/26,-0.004455,-0.004633
21,2016/10/26,-0.004601,-0.004686
31,2016/10/26,-0.004597,-0.00468
37,2016/10/26,-0.004459,-0.00464
47,2016/10/26,-0.004455,-0.004633
53,2016/10/26,-0.004601,-0.004686
63,2016/10/26,-0.004597,-0.00468
10,2016/10/27,-0.003675,-0.003546
5,2016/10/27,-0.001954,-0.001213
15,2016/10/27,-0.001963,-0.001225
21,2016/10/27,-0.001754,-0.000891
31,2016/10/27,-0.001763,-0.000903
37,2016/10/27,-0.001954,-0.001213
47,2016/10/27,-0.001963,-0.001225
53,2016/10/27,-0.001754,-0.000891
63,2016/10/27,-0.001763,-0.000903
10,2016/10/28,-0.007018,-0.007226
5,2016/10/28,-0.004644,-0.004438
15,2016/10/28,-0.004656,-0.004452
21,2016/10/28,-0.005009,-0.004935
31,2016/10/28,-0.005019,-0.004945
37,2016/10/28,-0.004644,-0.004438
47,2016/10/28,-0.004656,-0.004452
53,2016/10/28,-0.005009,-0.004935
63,2016/10/28,-0.005019,-0.004945
10,2016/10/31,-0.003867,-0.004538
5,2016/10/31,-0.000891,-0.000624
15,2016/10/31,-0.000906,-0.000643
21,2016/10/31,-0.001027,-0.000891
31,2016/10/31,-0.001041,-0.000907
37,2016/10/31,-0.000891,-0.000624
47,2016/10/31,-0.000906,-0.000643
53,2016/10/31,-0.001027,-0.000891
63,2016/10/31,-0.001041,-0.000907
10,2016/11/1,0.005207,0.005475
5,2016/11/1,0.007879,0.009084
15,2016/11/1,0.007866,0.009067
21,2016/11/1,0.008232,0.009542
31,2016/11/1,0.008217,0.009524
37,2016/11/1,0.007879,0.009084
47,2016/11/1,0.007866,0.009067
53,2016/11/1,0.008232,0.009542
63,2016/11/1,0.008217,0.009524
10,2016/11/2,-0.003988,-0.003722
5,2016/11/2,-0.007036,-0.006118
15,2016/11/2,-0.00702,-0.006106
21,2016/11/2,-0.007209,-0.006445
31,2016/11/2,-0.007194,-0.006433
37,2016/11/2,-0.007036,-0.006118
47,2016/11/2,-0.00702,-0.006106
53,2016/11/2,-0.007209,-0.006445
63,2016/11/2,-0.007194,-0.006433
10,2016/11/3,0.005169,0.004665
5,2016/11/3,0.007985,0.007845
15,2016/11/3,0.00797,0.007829
21,2016/11/3,0.007734,0.00752
31,2016/11/3,0.007722,0.007507
37,2016/11/3,0.007985,0.007845
47,2016/11/3,0.00797,0.007829
53,2016/11/3,0.007734,0.00752
63,2016/11/3,0.007722,0.007507
10,2016/11/4,-0.000913,0.000227
5,2016/11/4,-0.002613,-0.001774
15,2016/11/4,-0.002605,-0.001764
21,2016/11/4,-0.002549,-0.001636
31,2016/11/4,-0.002542,-0.001628
37,2016/11/4,-0.002613,-0.001774
47,2016/11/4,-0.002605,-0.001764
53,2016/11/4,-0.002549,-0.001636
63,2016/11/4,-0.002542,-0.001628
10,2016/11/7,-0.000305,0.000457
5,2016/11/7,0.002141,0.001925
15,2016/11/7,0.002129,0.001918
21,2016/11/7,0.001722,0.001489
